37,9,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
37,10,Apabila izin asli hilang agar dilengkapi dengan Surat Keterangan Hilang dari Kepolisian,0
37,11,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
38,1,Surat Pengantar Camat Setempat,0
38,2,Fotocopy KTP ,0
38,3,Fotocopy NPWP,0
38,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
38,5,Foto berwarna dengan baju berkerah (4 x 6 = 2 lembar),0
38,6,"Surat penunjukan dari produsen atau IT-MB atau distributor atau sub-distributor atau kombinasi keempatnya sebagai penjual langsung menuman beralkohol, pengecer minuman beralkohol tempat lainnya, dan penjual langsung dan/ pengecer minuman beralkohol golongan B yang mengandung rempah-rempah, jamu dan sejenisnya ",0
38,7,Fotocopy SITU Minuman  Beralkohol,0
38,8,Fotocopy izin usaha sesuai dengan peraturan perundang-undangan yang berlaku ,0
38,9,Rencana penjualan minuman beralkohol 1 (satu) tahun ke depan,0
38,10,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
39,1,Fotocopy KTP pemohon,0
39,2,Fotocopy NPWP,0
39,3,Salinan akta pendirian perusahaan ,0
39,4,"Fotocopy izin mendirikan bangunan (IMB), izin lingkungan, IPR",0
39,5,Fotocopy HO,0
39,6,Fotocopy bukti kepemilikan tanah/surat perjanjian sewa menyewa/kontrak  (bagi pengusaha yang mengontrak untuk usaha tersebut),0
39,7,Denah peta lokasi,0
39,8,Surat pernyataan kebenaran dokumen,0
39,9,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
40,1,Surat Pengantar Camat Setempat,0
40,2,Fotocopy KTP ,0
40,3,Fotocopy NPWP,0
40,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu. Keterangan : 1) Hotel, Motel (berbadan hukum), 2) Bumi Perkemahan, Persinggahan Caravan, Villa (dapat merupakan usaha perorangan atau berbadan hukum), 3) Pondok Wisata (perorangan)",0
40,5,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
40,6,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
41,1,Surat Pengantar Camat Setempat,0
41,2,Fotocopy KTP ,0
41,3,Fotocopy NPWP,0
41,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
41,5,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
41,6,Sertifikat Laik Higiene Sanitasi dari Dinas Kesehatan,0
41,7,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
42,1,Surat Pengantar Camat Setempat,0
42,2,Fotocopy KTP ,0
42,3,Fotocopy NPWP,0
42,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
42,5,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
42,6,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
43,1,Surat Pengantar Camat Setempat,0
43,2,Fotocopy KTP ,0
43,3,Fotocopy NPWP,0
43,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
43,5,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
43,6,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
44,1,Surat Pengantar Camat Setempat,0
44,2,Fotocopy KTP ,0
44,3,Fotocopy NPWP,0
44,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
44,5,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
44,6,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
45,1,Surat Pengantar Camat Setempat,0
45,2,Fotocopy KTP ,0
45,3,Fotocopy NPWP,0
45,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu. Keterangan : Lapangan Golf (berbadan hukum), Rumah bilyar, gelanggang renang, lapangan tenis, gelanggang bowling, gelanggang seni, arena permainan, panti pijat, taman rekreasi, karaoke, EO (dapat merupakan usaha perorangan atau berbadan hukum)",0
45,5,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
45,6,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
46,1,Surat Pengantar Camat Setempat,0
46,2,Fotocopy KTP ,0
46,3,Fotocopy NPWP,0
46,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
46,5,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
46,6,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
47,1,Surat Pengantar Camat Setempat,0
47,2,Fotocopy KTP ,0
47,3,Fotocopy NPWP,0
47,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
47,5,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
47,6,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
48,1,Surat Pengantar Camat Setempat,0
48,2,Fotocopy KTP ,0
48,3,Fotocopy NPWP,0
48,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
48,5,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
48,6,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
49,1,Surat Pengantar Camat Setempat,0
49,2,Fotocopy KTP ,0
49,3,Fotocopy NPWP,0
49,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
49,5,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
49,6,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
50,1,Surat Pengantar Camat Setempat,0
50,2,Fotocopy KTP ,0
50,3,Fotocopy NPWP,0
50,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
50,5,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
50,6,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
51,1,Surat Pengantar Camat Setempat,0
51,2,Fotocopy KTP ,0
51,3,Fotocopy NPWP,0
51,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
51,5,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
51,6,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
52,1,Surat Pengantar Camat Setempat,0
52,2,Fotocopy KTP ,0
52,3,Fotocopy NPWP,0
52,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
52,5,"Fotocopy izin penunjang usaha (IPR, IMB, izin lokasi untuk usaha yang menggunakan lahan dengan luas 1 hektar atau lebih / izin penetapan lokasi bagi bangunan milik pemerintah, izin lingkungan, rekomendasi pengelolaan lingkungan berupa SPPL UKL-UPL/Amdal, izin gangguan ) (Sebelum pemberlakuan Izin Pemanfaatan Ruang (IPR), dapat melampirkan Izin Prinsip/Rekomendasi Pemanfaatan Lapangan yang setara dengan IPR)",0
52,6,Pas foto berwarna dengan baju berkerah (4 x 6 = 2 lembar),0
53,1,Surat Pengantar Camat Setempat,0
53,2,Fotocopy KTP ,0
53,3,Fotocopy NPWP,0
53,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
53,5,Bukti kepemilikan lahan/bukti pembayaran pajak tahun berjalan ,0
53,6,Perjanjian/ikatan awal dengan pemilik lahan apabila lahan bukan milik pemohon,0
53,7,Denah lokasi kegiatan,0
54,1,Surat Pengantar Camat Setempat,0
54,2,Fotocopy KTP ,0
54,3,Fotocopy NPWP,0
54,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
54,5,Pengantar dari UPT kecamatan setempat,0
54,6,"Rekomendasi dari Dinas Peternakan, Kelautan dan Perikanan Kab. Karangasem",0
54,7,Pas foto berwarna dengan baju berkerah (4 x 6 = 2 lembar),0
54,8,Denah lokasi,0
55,1,Fotocopy KTP ,0
55,2,Fotocopy NPWP,0
55,3,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
55,4,Fotocopy Izin Prinsip Penanaman Modal (untuk PMA) / Surat Keterangan yang dipersamakan dengan Izin Usaha /Izin Usaha yang dimiliki,0
55,5,TDP CV yang asli dilampirkan (untuk revisi dan perpanjangan),0
56,1,Surat Pengantar Camat Setempat,0
56,2,Fotocopy KTP ,0
56,3,Fotocopy NPWP,0
56,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
56,5,Bukti kepemilikan lahan/bukti pembayaran pajak tahun berjalan ,0
56,6,Perjanjian/ikatan awal dengan pemilik lahan apabila lahan bukan milik pemohon,0
56,7,Jenis produk yang menjadi bahan baku ,0
56,8,"Rencana kegiatan berisi jenis tanaman, asa benih, tingkat produksi, lokasi kegiatan",0
56,9,Denah lokasi,0
57,1,Surat Pengantar Camat Setempat,0
57,2,Fotocopy KTP ,0
57,3,Fotocopy NPWP,0
57,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
57,5,Bukti kepemilikan lahan/bukti pembayaran pajak tahun berjalan ,0
57,6,Perjanjian/ikatan awal dengan pemilik lahan apabila lahan bukan milik pemohon,0
57,7,"Rencana kegiatan berisi jenis tanaman, asa benih, tingkat produksi, lokasi kegiatan",0
57,8,Denah lokasi,0
